Alabama	2016	Aggregate	Aggregate	41%	57%	2%	"2,958"
Alabama	2015	Aggregate	Aggregate	35%	61%	4%	"3,099"
Alabama	2014	Aggregate	Aggregate	33%	63%	5%	"3,097"
Alabama	2013	Aggregate	Aggregate	37%	56%	6%	"2,942"
Alabama	2012	Aggregate	Aggregate	37%	57%	6%	"2,908"
Alabama	2011	Aggregate	Aggregate	37%	56%	7%	"3,045"
Alabama	2010	Aggregate	Aggregate	41%	52%	7%	"3,044"
Alabama	2009	Aggregate	Aggregate	49%	43%	8%	"2,595"
Alaska	2016	Aggregate	Aggregate	47%	48%	5%	545
Alaska	2015	Aggregate	Aggregate	35%	59%	6%	593
Alaska	2014	Aggregate	Aggregate	35%	58%	7%	537
Alaska	2013	Aggregate	Aggregate	33%	55%	11%	554
Alaska	2012	Aggregate	Aggregate	31%	58%	10%	434
Alaska	2011	Aggregate	Aggregate	36%	54%	10%	515
Alaska	2010	Aggregate	Aggregate	38%	51%	11%	658
Alaska	2009	Aggregate	Aggregate	46%	43%	11%	642
Arizona	2016	Aggregate	Aggregate	50%	45%	4%	"4,402"
Arizona	2015	Aggregate	Aggregate	44%	51%	5%	"4,273"
Arizona	2014	Aggregate	Aggregate	41%	53%	6%	"4,303"
Arizona	2013	Aggregate	Aggregate	45%	48%	8%	"4,015"
Arizona	2012	Aggregate	Aggregate	44%	48%	7%	"3,962"
Arizona	2011	Aggregate	Aggregate	40%	52%	9%	"4,190"
Arizona	2010	Aggregate	Aggregate	40%	52%	8%	"3,884"
Arizona	2009	Aggregate	Aggregate	55%	37%	8%	"3,534"
Arkansas	2016	Aggregate	Aggregate	38%	58%	3%	"1,926"
Arkansas	2015	Aggregate	Aggregate	35%	61%	4%	"1,964"
Arkansas	2014	Aggregate	Aggregate	32%	62%	5%	"2,022"
Arkansas	2013	Aggregate	Aggregate	35%	57%	8%	"1,953"
Arkansas	2012	Aggregate	Aggregate	37%	54%	9%	"1,902"
Arkansas	2011	Aggregate	Aggregate	34%	58%	8%	"1,907"
Arkansas	2010	Aggregate	Aggregate	39%	52%	9%	"1,925"
Arkansas	2009	Aggregate	Aggregate	49%	40%	11%	"1,673"
California	2016	Aggregate	Aggregate	61%	34%	5%	"17,506"
California	2015	Aggregate	Aggregate	56%	39%	6%	"17,507"
California	2014	Aggregate	Aggregate	51%	43%	6%	"17,351"
California	2013	Aggregate	Aggregate	56%	35%	9%	"17,355"
California	2012	Aggregate	Aggregate	54%	36%	9%	"14,963"
California	2011	Aggregate	Aggregate	50%	40%	10%	"16,612"
California	2010	Aggregate	Aggregate	55%	36%	9%	"18,319"
California	2009	Aggregate	Aggregate	64%	26%	10%	"17,887"
Colorado	2016	Aggregate	Aggregate	51%	45%	4%	"3,539"
Colorado	2015	Aggregate	Aggregate	46%	50%	4%	"3,370"
Colorado	2014	Aggregate	Aggregate	42%	53%	5%	"3,443"
Colorado	2013	Aggregate	Aggregate	42%	51%	7%	"3,502"
Colorado	2012	Aggregate	Aggregate	46%	47%	7%	"3,364"
Colorado	2011	Aggregate	Aggregate	40%	52%	7%	"3,607"
Colorado	2010	Aggregate	Aggregate	45%	47%	8%	"3,519"
Colorado	2009	Aggregate	Aggregate	52%	39%	9%	"3,062"
Connecticut	2016	Aggregate	Aggregate	61%	36%	3%	"2,019"
Connecticut	2015	Aggregate	Aggregate	50%	48%	3%	"1,939"
Connecticut	2014	Aggregate	Aggregate	48%	46%	6%	"2,077"
Connecticut	2013	Aggregate	Aggregate	55%	38%	7%	"2,057"
Connecticut	2012	Aggregate	Aggregate	56%	38%	6%	"1,826"
Connecticut	2011	Aggregate	Aggregate	55%	39%	6%	"2,234"
Connecticut	2010	Aggregate	Aggregate	54%	39%	7%	"2,037"
Connecticut	2009	Aggregate	Aggregate	67%	27%	7%	"2,268"
Delaware	2016	Aggregate	Aggregate	62%	36%	2%	505
Delaware	2015	Aggregate	Aggregate	51%	45%	4%	504
Delaware	2014	Aggregate	Aggregate	47%	47%	6%	496
Delaware	2013	Aggregate	Aggregate	54%	41%	4%	532
Delaware	2012	Aggregate	Aggregate	56%	38%	6%	534
Delaware	2011	Aggregate	Aggregate	51%	42%	7%	545
Delaware	2010	Aggregate	Aggregate	56%	37%	6%	554
Delaware	2009	Aggregate	Aggregate	61%	29%	10%	492
District of Columbia	2016	Aggregate	Aggregate	86%	12%	2%	445
District of Columbia	2015	Aggregate	Aggregate	84%	12%	4%	444
District of Columbia	2014	Aggregate	Aggregate	84%	13%	3%	383
District of Columbia	2013	Aggregate	Aggregate	81%	14%	6%	447
District of Columbia	2012	Aggregate	Aggregate	82%	11%	6%	398
District of Columbia	2011	Aggregate	Aggregate	81%	15%	4%	356
District of Columbia	2010	Aggregate	Aggregate	84%	10%	5%	349
District of Columbia	2009	Aggregate	Aggregate	90%	7%	3%	301
Florida	2016	Aggregate	Aggregate	50%	45%	5%	"10,720"
Florida	2015	Aggregate	Aggregate	46%	49%	5%	"10,580"
Florida	2014	Aggregate	Aggregate	43%	51%	6%	"10,221"
Florida	2013	Aggregate	Aggregate	47%	45%	8%	"9,945"
Florida	2012	Aggregate	Aggregate	48%	45%	7%	"9,206"
Florida	2011	Aggregate	Aggregate	44%	48%	9%	"9,184"
Florida	2010	Aggregate	Aggregate	46%	46%	8%	"9,760"
Florida	2009	Aggregate	Aggregate	57%	35%	8%	"8,657"
Georgia	2016	Aggregate	Aggregate	49%	47%	4%	"5,282"
Georgia	2015	Aggregate	Aggregate	44%	52%	4%	"5,226"
Georgia	2014	Aggregate	Aggregate	41%	53%	5%	"5,390"
Georgia	2013	Aggregate	Aggregate	45%	48%	6%	"5,262"
Georgia	2012	Aggregate	Aggregate	46%	48%	7%	"4,950"
Georgia	2011	Aggregate	Aggregate	45%	48%	8%	"5,011"
Georgia	2010	Aggregate	Aggregate	46%	47%	8%	"4,945"
Georgia	2009	Aggregate	Aggregate	55%	37%	8%	"4,321"
Hawaii	2016	Aggregate	Aggregate	57%	33%	9%	578
Hawaii	2015	Aggregate	Aggregate	58%	36%	6%	542
Hawaii	2014	Aggregate	Aggregate	52%	39%	9%	583
Hawaii	2013	Aggregate	Aggregate	61%	30%	9%	592
Hawaii	2012	Aggregate	Aggregate	64%	32%	4%	457
Hawaii	2011	Aggregate	Aggregate	56%	33%	11%	537
Hawaii	2010	Aggregate	Aggregate	66%	26%	8%	510
Hawaii	2009	Aggregate	Aggregate	71%	22%	7%	516
Idaho	2016	Aggregate	Aggregate	32%	64%	4%	"1,159"
Idaho	2015	Aggregate	Aggregate	26%	69%	5%	"1,198"
Idaho	2014	Aggregate	Aggregate	25%	69%	6%	"1,341"
Idaho	2013	Aggregate	Aggregate	32%	63%	5%	"1,235"
Idaho	2012	Aggregate	Aggregate	34%	58%	8%	"1,292"
Idaho	2011	Aggregate	Aggregate	29%	61%	10%	"1,325"
Idaho	2010	Aggregate	Aggregate	32%	60%	8%	"1,219"
Idaho	2009	Aggregate	Aggregate	43%	47%	10%	"1,071"
Illinois	2016	Aggregate	Aggregate	59%	38%	3%	"5,513"
Illinois	2015	Aggregate	Aggregate	52%	43%	5%	"5,616"
Illinois	2014	Aggregate	Aggregate	46%	48%	6%	"5,678"
Illinois	2013	Aggregate	Aggregate	54%	39%	7%	"6,071"
Illinois	2012	Aggregate	Aggregate	52%	41%	7%	"5,511"
Illinois	2011	Aggregate	Aggregate	50%	42%	8%	"6,089"
Illinois	2010	Aggregate	Aggregate	53%	39%	8%	"6,249"
Illinois	2009	Aggregate	Aggregate	65%	27%	7%	"5,762"
Indiana	2016	Aggregate	Aggregate	43%	53%	4%	"3,905"
Indiana	2015	Aggregate	Aggregate	37%	58%	5%	"3,934"
Indiana	2014	Aggregate	Aggregate	34%	59%	7%	"3,938"
Indiana	2013	Aggregate	Aggregate	39%	54%	7%	"4,031"
Indiana	2012	Aggregate	Aggregate	41%	52%	7%	"3,936"
Indiana	2011	Aggregate	Aggregate	40%	52%	8%	"4,006"
Indiana	2010	Aggregate	Aggregate	44%	48%	8%	"4,129"
Indiana	2009	Aggregate	Aggregate	55%	35%	9%	"3,851"
Iowa	2016	Aggregate	Aggregate	44%	52%	4%	"2,074"
Iowa	2015	Aggregate	Aggregate	41%	54%	5%	"1,974"
Iowa	2014	Aggregate	Aggregate	37%	57%	6%	"2,051"
Iowa	2013	Aggregate	Aggregate	42%	50%	8%	"2,240"
Iowa	2012	Aggregate	Aggregate	50%	45%	5%	"2,098"
Iowa	2011	Aggregate	Aggregate	46%	46%	9%	"2,234"
Iowa	2010	Aggregate	Aggregate	48%	45%	7%	"2,235"
Iowa	2009	Aggregate	Aggregate	58%	33%	9%	"2,064"
Kansas	2016	Aggregate	Aggregate	41%	55%	4%	"1,793"
Kansas	2015	Aggregate	Aggregate	37%	59%	4%	"1,678"
Kansas	2014	Aggregate	Aggregate	33%	61%	6%	"1,715"
Kansas	2013	Aggregate	Aggregate	35%	57%	8%	"1,887"
Kansas	2012	Aggregate	Aggregate	38%	54%	8%	"1,766"
Kansas	2011	Aggregate	Aggregate	37%	54%	10%	"1,941"
Kansas	2010	Aggregate	Aggregate	39%	52%	9%	"1,889"
